name	title	source	organism	experiment	well	individual	batch	description	molecule	processed1	processed2	processed3	processed4	processed5	processed6	raw
Sample 0094	02192018-H10-NA19193	LCL-derived iPSC	Homo sapiens	02192018	H10	NA19193	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02192018-H10-NA19193.fastq.gz
Sample 0095	02192018-H11-NA19210	LCL-derived iPSC	Homo sapiens	02192018	H11	NA19210	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02192018-H11-NA19210.fastq.gz
Sample 0096	02192018-H12-NA19193	LCL-derived iPSC	Homo sapiens	02192018	H12	NA19193	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02192018-H12-NA19193.fastq.gz
Sample 0097	02202018-A01-NA19204	LCL-derived iPSC	Homo sapiens	02202018	A01	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A01-NA19204.fastq.gz
Sample 0098	02202018-A02-NA19159	LCL-derived iPSC	Homo sapiens	02202018	A02	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A02-NA19159.fastq.gz
Sample 0099	02202018-A03-NA19159	LCL-derived iPSC	Homo sapiens	02202018	A03	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A03-NA19159.fastq.gz
Sample 0100	02202018-A04-NA19159	LCL-derived iPSC	Homo sapiens	02202018	A04	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A04-NA19159.fastq.gz
Sample 0101	02202018-A05-NA19159	LCL-derived iPSC	Homo sapiens	02202018	A05	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A05-NA19159.fastq.gz
Sample 0102	02202018-A06-NA19159	LCL-derived iPSC	Homo sapiens	02202018	A06	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A06-NA19159.fastq.gz
Sample 0103	02202018-A07-NA18913	LCL-derived iPSC	Homo sapiens	02202018	A07	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A07-NA18913.fastq.gz
Sample 0104	02202018-A08-NA19204	LCL-derived iPSC	Homo sapiens	02202018	A08	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A08-NA19204.fastq.gz
Sample 0105	02202018-A09-NA18913	LCL-derived iPSC	Homo sapiens	02202018	A09	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A09-NA18913.fastq.gz
Sample 0106	02202018-A10-NA19204	LCL-derived iPSC	Homo sapiens	02202018	A10	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A10-NA19204.fastq.gz
Sample 0107	02202018-A11-NA18913	LCL-derived iPSC	Homo sapiens	02202018	A11	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A11-NA18913.fastq.gz
Sample 0108	02202018-A12-NA18913	LCL-derived iPSC	Homo sapiens	02202018	A12	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-A12-NA18913.fastq.gz
Sample 0109	02202018-B01-NA19159	LCL-derived iPSC	Homo sapiens	02202018	B01	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B01-NA19159.fastq.gz
Sample 0110	02202018-B02-NA19159	LCL-derived iPSC	Homo sapiens	02202018	B02	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B02-NA19159.fastq.gz
Sample 0111	02202018-B03-NA18913	LCL-derived iPSC	Homo sapiens	02202018	B03	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B03-NA18913.fastq.gz
Sample 0112	02202018-B04-NA19204	LCL-derived iPSC	Homo sapiens	02202018	B04	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B04-NA19204.fastq.gz
Sample 0113	02202018-B05-NA19159	LCL-derived iPSC	Homo sapiens	02202018	B05	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B05-NA19159.fastq.gz
Sample 0114	02202018-B06-NA19159	LCL-derived iPSC	Homo sapiens	02202018	B06	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B06-NA19159.fastq.gz
Sample 0115	02202018-B07-NA19159	LCL-derived iPSC	Homo sapiens	02202018	B07	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B07-NA19159.fastq.gz
Sample 0116	02202018-B08-NA19204	LCL-derived iPSC	Homo sapiens	02202018	B08	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B08-NA19204.fastq.gz
Sample 0117	02202018-B09-NA19159	LCL-derived iPSC	Homo sapiens	02202018	B09	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B09-NA19159.fastq.gz
Sample 0118	02202018-B10-NA19204	LCL-derived iPSC	Homo sapiens	02202018	B10	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B10-NA19204.fastq.gz
Sample 0119	02202018-B11-NA18913	LCL-derived iPSC	Homo sapiens	02202018	B11	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B11-NA18913.fastq.gz
Sample 0120	02202018-B12-NA19159	LCL-derived iPSC	Homo sapiens	02202018	B12	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-B12-NA19159.fastq.gz
Sample 0121	02202018-C01-NA19204	LCL-derived iPSC	Homo sapiens	02202018	C01	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C01-NA19204.fastq.gz
Sample 0122	02202018-C02-NA19159	LCL-derived iPSC	Homo sapiens	02202018	C02	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C02-NA19159.fastq.gz
Sample 0123	02202018-C03-NA18913	LCL-derived iPSC	Homo sapiens	02202018	C03	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C03-NA18913.fastq.gz
Sample 0124	02202018-C04-NA19159	LCL-derived iPSC	Homo sapiens	02202018	C04	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C04-NA19159.fastq.gz
Sample 0125	02202018-C05-NA19203	LCL-derived iPSC	Homo sapiens	02202018	C05	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C05-NA19203.fastq.gz
Sample 0126	02202018-C06-NA19204	LCL-derived iPSC	Homo sapiens	02202018	C06	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C06-NA19204.fastq.gz
Sample 0127	02202018-C07-NA19203	LCL-derived iPSC	Homo sapiens	02202018	C07	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C07-NA19203.fastq.gz
Sample 0128	02202018-C08-NA19204	LCL-derived iPSC	Homo sapiens	02202018	C08	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C08-NA19204.fastq.gz
Sample 0129	02202018-C09-NA19204	LCL-derived iPSC	Homo sapiens	02202018	C09	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C09-NA19204.fastq.gz
Sample 0130	02202018-C10-NA19159	LCL-derived iPSC	Homo sapiens	02202018	C10	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C10-NA19159.fastq.gz
Sample 0131	02202018-C11-NA19203	LCL-derived iPSC	Homo sapiens	02202018	C11	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C11-NA19203.fastq.gz
Sample 0132	02202018-C12-NA19159	LCL-derived iPSC	Homo sapiens	02202018	C12	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-C12-NA19159.fastq.gz
Sample 0133	02202018-D01-NA19159	LCL-derived iPSC	Homo sapiens	02202018	D01	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D01-NA19159.fastq.gz
Sample 0134	02202018-D02-NA18913	LCL-derived iPSC	Homo sapiens	02202018	D02	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D02-NA18913.fastq.gz
Sample 0135	02202018-D03-NA19159	LCL-derived iPSC	Homo sapiens	02202018	D03	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D03-NA19159.fastq.gz
Sample 0136	02202018-D04-NA19159	LCL-derived iPSC	Homo sapiens	02202018	D04	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D04-NA19159.fastq.gz
Sample 0137	02202018-D05-NA19159	LCL-derived iPSC	Homo sapiens	02202018	D05	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D05-NA19159.fastq.gz
Sample 0138	02202018-D06-NA18913	LCL-derived iPSC	Homo sapiens	02202018	D06	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D06-NA18913.fastq.gz
Sample 0139	02202018-D07-NA19159	LCL-derived iPSC	Homo sapiens	02202018	D07	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D07-NA19159.fastq.gz
Sample 0140	02202018-D08-NA18913	LCL-derived iPSC	Homo sapiens	02202018	D08	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D08-NA18913.fastq.gz
Sample 0141	02202018-D09-NA19159	LCL-derived iPSC	Homo sapiens	02202018	D09	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D09-NA19159.fastq.gz
Sample 0142	02202018-D10-NA19159	LCL-derived iPSC	Homo sapiens	02202018	D10	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D10-NA19159.fastq.gz
Sample 0143	02202018-D11-NA18913	LCL-derived iPSC	Homo sapiens	02202018	D11	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D11-NA18913.fastq.gz
Sample 0144	02202018-D12-NA19159	LCL-derived iPSC	Homo sapiens	02202018	D12	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-D12-NA19159.fastq.gz
Sample 0145	02202018-E01-NA19203	LCL-derived iPSC	Homo sapiens	02202018	E01	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E01-NA19203.fastq.gz
Sample 0146	02202018-E02-NA19159	LCL-derived iPSC	Homo sapiens	02202018	E02	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E02-NA19159.fastq.gz
Sample 0147	02202018-E03-NA19159	LCL-derived iPSC	Homo sapiens	02202018	E03	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E03-NA19159.fastq.gz
Sample 0148	02202018-E04-NA19159	LCL-derived iPSC	Homo sapiens	02202018	E04	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E04-NA19159.fastq.gz
Sample 0149	02202018-E05-NA19203	LCL-derived iPSC	Homo sapiens	02202018	E05	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E05-NA19203.fastq.gz
Sample 0150	02202018-E06-NA19159	LCL-derived iPSC	Homo sapiens	02202018	E06	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E06-NA19159.fastq.gz
Sample 0151	02202018-E07-NA19159	LCL-derived iPSC	Homo sapiens	02202018	E07	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E07-NA19159.fastq.gz
Sample 0152	02202018-E08-NA19159	LCL-derived iPSC	Homo sapiens	02202018	E08	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E08-NA19159.fastq.gz
Sample 0153	02202018-E09-NA19159	LCL-derived iPSC	Homo sapiens	02202018	E09	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E09-NA19159.fastq.gz
Sample 0154	02202018-E10-NA19203	LCL-derived iPSC	Homo sapiens	02202018	E10	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E10-NA19203.fastq.gz
Sample 0155	02202018-E11-NA19159	LCL-derived iPSC	Homo sapiens	02202018	E11	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E11-NA19159.fastq.gz
Sample 0156	02202018-E12-NA19203	LCL-derived iPSC	Homo sapiens	02202018	E12	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-E12-NA19203.fastq.gz
Sample 0157	02202018-F01-NA19203	LCL-derived iPSC	Homo sapiens	02202018	F01	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F01-NA19203.fastq.gz
Sample 0158	02202018-F02-NA19203	LCL-derived iPSC	Homo sapiens	02202018	F02	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F02-NA19203.fastq.gz
Sample 0159	02202018-F03-NA19203	LCL-derived iPSC	Homo sapiens	02202018	F03	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F03-NA19203.fastq.gz
Sample 0160	02202018-F04-NA19203	LCL-derived iPSC	Homo sapiens	02202018	F04	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F04-NA19203.fastq.gz
Sample 0161	02202018-F05-NA19159	LCL-derived iPSC	Homo sapiens	02202018	F05	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F05-NA19159.fastq.gz
Sample 0162	02202018-F06-NA19204	LCL-derived iPSC	Homo sapiens	02202018	F06	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F06-NA19204.fastq.gz
Sample 0163	02202018-F07-NA19159	LCL-derived iPSC	Homo sapiens	02202018	F07	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F07-NA19159.fastq.gz
Sample 0164	02202018-F08-NA19159	LCL-derived iPSC	Homo sapiens	02202018	F08	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F08-NA19159.fastq.gz
Sample 0165	02202018-F09-NA19159	LCL-derived iPSC	Homo sapiens	02202018	F09	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F09-NA19159.fastq.gz
Sample 0166	02202018-F10-NA19204	LCL-derived iPSC	Homo sapiens	02202018	F10	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F10-NA19204.fastq.gz
Sample 0167	02202018-F11-NA19159	LCL-derived iPSC	Homo sapiens	02202018	F11	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F11-NA19159.fastq.gz
Sample 0168	02202018-F12-NA19159	LCL-derived iPSC	Homo sapiens	02202018	F12	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-F12-NA19159.fastq.gz
Sample 0169	02202018-G01-NA19159	LCL-derived iPSC	Homo sapiens	02202018	G01	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-G01-NA19159.fastq.gz
Sample 0170	02202018-G02-NA19159	LCL-derived iPSC	Homo sapiens	02202018	G02	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-G02-NA19159.fastq.gz
Sample 0171	02202018-G03-NA19159	LCL-derived iPSC	Homo sapiens	02202018	G03	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-G03-NA19159.fastq.gz
Sample 0172	02202018-G04-NA19159	LCL-derived iPSC	Homo sapiens	02202018	G04	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-G04-NA19159.fastq.gz
Sample 0173	02202018-G05-NA19204	LCL-derived iPSC	Homo sapiens	02202018	G05	NA19204	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-G05-NA19204.fastq.gz
Sample 0174	02202018-G06-NA18913	LCL-derived iPSC	Homo sapiens	02202018	G06	NA18913	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	02202018-G06-NA18913.fastq.gz
